Brand Name,Slug,Redemption Type,Discount % (Credit/Debit Card),Discount % (Net Banking),Discount % (UPI),Discount % (Paytm UPI),Discount % (Amazon Pay),Denominations Available,Online/Offline,How to Redeem,T&Cs Summary
TATA CLiQ,tata-cliq,ON,7,7,9,9,,500 / 1000 / 2000 / 5000 / 7500 / 10000,Online,,"The GV/GC can be accepted on&nbsp;their Website (&nbsp; www.tataCLiQ.com and&nbsp;&nbsp; luxury.tataCLiQ.com &nbsp;), the m-site and mobile application Multiple GV/GC can be used in one bill/transaction. GV/GC can be clubbed with any one of the existing offers GV/GC is not applicable on the purchase of Gold Jewellery."
DocuBay,docubay,ON,0,0,0,,0,,Online,,The GV/GC would be accepted on https://www.docubay.com/. Only one GV / GC can be used in one bill/transaction. The GV / GC cannot be clubbed with any one of the existing offer on its website.
Malabar Gold Coin,malabar-gold-coin,B,1.5,1.5,3,2,1.5,2000 / 2500 / 3000 / 5000 / 7500 / 10000 / 100000,Both,,Gift Vouchers are ACCEPTED at Listed Outlets. Gift Vouchers CAN be used on the official Malabar website. Up to 15 Gift Vouchers CAN be used in a single bill. Gift Vouchers MAY or MAY NOT be clubbed with any existing offers. (varies from campaign to campaign) Malabar Gold Coin Vouchers CAN be redeemed on all products.
Brooks Brothers -Luxe Gift Card,luxe-gift-card-brooks-brothers,B,0,0,0,,0,1000 / 2000 / 5000 / 10000,Both,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Emporio Armani- Luxe Gift Card,luxe-gift-card-emporio-armani,OFF,0,0,0,,0,1000 / 2000 / 5000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Scotch & Soda -Luxe Gift Card,luxe-gift-card-scotch-soda,OFF,0,0,0,,0,1000 / 2000 / 5000 / 10000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
 Paul Smith- Luxe Gift Card,luxe-gift-card---paul-smith,OFF,0,0,0,,0,1000 / 2000 / 5000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 45+ participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Dune-Luxe Gift Card,luxe-gift-card---dune,OFF,0,0,0,,0,1000 / 2000 / 5000 / 10000,Offline,,Multiple Gift Vouchers CAN be used in one bill. This Luxe Gift Card is redeemable at more than 30 participatory brands across India. Gift Vouchers CANNOT be used during Sale. Gift Vouchers are ACCEPTED at all listed Outlets. EGV is ONE time use.
Ketan Diamonds Diamond Only,ketan-diamonds-diamond-only,ON,13,13,13,13,,1000 / 2000 / 100-10000 (custom),Online,,
Euphoria Jewellery Gold Coin,euphoria-jewellery-gold-coin,ON,3,0,4,4,,250 / 500 / 2000 / 10000 / 100-10000 (custom),Online,,Multiple Gift Vouchers can be used in 1 bill. Gift Vouchers can be clubbed with on-going promotions . Gift Vouchers can Only be used online on https://euphoriajewellery.in/ Gift Vouchers cannot be clubbed with other coupon(s)
Lifestyle Online,lifestyle-online,ON,6,6,8,8,6,1000 / 2000,Online,,This is a 16-digit gift card which comes with a 4-digit pin E-Gift Cards are redeemable only through online stores and apps of lifestylestores.com and homecentre.in E-Gift Cards CAN be used to buy discounted products E- Gift Cards CANNOT be redeemed at physical outlets Maximum 10 Gift Cards can be used against one bill
Taneira,taneira,OFF,7,7,8,8,7,500 / 1000 / 2000 / 5000,Offline,,Taneira Gift Voucher would be accepted at listed Taneira Stores Multiple vouchers can be used against one bill Gift Vouchers CANNOT be used Online
Swiggy Money Voucher,swiggy-gv,ON,0,,0,,,200,Online,,"GV/GC would be accepted only on the Swiggy App GV/GC can be used to buy discounted products In case someone fails to redeem the code during the validity period the Voucher Code will expire however once money is loaded in your Swiggy Wallet powered by their banking partner, it is valid for 365 days only."
Taj Experiences,taj-hotels,OFF,8,8,10,10,8,1000 / 2000 / 2500 / 3000 / 5000 / 10000,Offline,,"The cards can be redeemed at Taj, SeleQtions, Gateway, Vivanta hotels, and Ama Trails & Stays in India. This does not include Tree of Life Resorts, Claridges, and Ginger Hotels. Multiple transactions can be performed on the cards until the value of the card is exhausted For prepaid room reservations at Taj Reservations Worldwide the card number and PIN must be quoted when making the reservation A valid card in its original form or e-mail must be presented at the time of availing a service"
Vijay Sales,vijay-sales,OFF,1,1,2.5,2.5,,500 / 1000 / 2000 / 5000 / 100-10000 (custom),Offline,,"This is a Vijay Sales Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at the stores Multiple vouchers can be used against one bill For using multiple vouchers, customer will need to add the vouchers to your Vijay Sales GV balance The Vijay Sales GV balance can be used over multiple transactions as per any amount"
Healthians,healthians,ON,15,15,15,15,,250 / 500 / 1000 / 100-10000 (custom),Online,,Healthians Insta Gift Voucher would be accepted on the website at www.Healthians.com Multiple vouchers can be used against one bill The GV/e-Pay can be used over and above discounts.
Mia,mia,OFF,0,0,0,,0,5000 / 10000,Offline,,This is a one-time use GV/GC. The GV/GC can be clubbed with ongoing offers. Multiple GV/GCs can be used against one bill. This GV/GC is valid only on MIA Studded Jewellery Products. (Not applicable on Gold Coins & 22K products).
Skinn,skinn,OFF,0,0,0,,0,500 / 1000 / 2000,Offline,,A maximum of 5 Gift Vouchers CAN be used in one bill. Not valid for in-store offers Gift Vouchers are ACCEPTED at all Listed Outlets. Gift Vouchers CANNOT be used Online.
Titan Minimals,titan-minimals,OFF,6,6,7,7,6,500 / 1000 / 2000,Offline,,A Maximum of 5 Gift vouchers can be clubbed for a single purchase Not valid for in-store offers Gift Vouchers are ACCEPTED at all Listed Outlets. Gift Vouchers CANNOT be used Online.
Fastrack Bags,fastrack-bags,OFF,0,0,0,,0,500 / 1000 / 2000,Offline,,A maximum of 5 Gift Vouchers CAN be used in one bill. Not valid for in-store offers Gift Vouchers are ACCEPTED at all Listed Outlets. Gift Vouchers CANNOT be used Online.
Chumbak,chumbak,OFF,11,11,13,13,,250 / 500 / 1000 / 2000 / 100-10000 (custom),Offline,,"Gift Vouchers are ACCEPTED at all Listed Outlets. Multiple vouchers can be used against one bill. For using multiple vouchers, customer will need to add the vouchers to your GV balance"
Hoichoi,hoichoi,ON,0,0,0,,0,999,Online,,Gift Vouchers CAN Only be used at https://www.hoichoi.tv/redeem Only 1 Gift Voucher can be used in one transaction. This is a ONE time use GV / GC with an expiration date.
GIVA,giva,B,10,10,13,13,,500 / 1000 / 1500 / 2500,Both,,"This is a GIVA Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted on the listed outlets & website. Maximum of 10 GV/ GC can be used in one bill. GIVA GV/GC can be used during sale GV/GC is not applicable Silver Chains, Silver Anklets, Silver Toe Rings, Gold Jewellery, Gold-Diamond and Silver-Diamond Jewellery, Silver & Gold Coins, Idols, and Utensils."
Reliance My Jio Store,reliance-my-jio-store,OFF,0,0,0,,0,250 / 500 / 1000 / 2000 / 5000,Offline,,Gift Vouchers CAN be used to buy discounted products This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail Gift Vouchers CANNOT be used online GV/GC CANNOT be used for bill payments or mobile recharges.
Reliance Digital,reliance-digital,OFF,0,,0,,0,500 / 1000 / 1500 / 2000 / 2500 / 3000 / 5000 / 7500 / 9999,Offline,,Gift Vouchers CAN be used to buy discounted products This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail Gift Vouchers CANNOT be used online
Reliance Trends Footwear,reliance-trends-footwear,OFF,3,3,6,6,3,250 / 500 / 1000 / 1500 / 2000 / 2500 / 7500 / 9999,Offline,,Gift Vouchers CAN be used to buy discounted products This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail Gift Vouchers CANNOT be used online
Reliance Trends,reliance-trends,OFF,2,2,5,5,2,1000 / 1500 / 2000 / 2500 / 3000 / 5000 / 9999,Offline,,Gift Vouchers CAN be used to buy discounted products This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail Gift Vouchers CANNOT be used online
Reliance Smart Point,reliance-smart-point,OFF,0,,0,,,500 / 1000 / 2000,Offline,,Gift Vouchers CAN be used to buy discounted products This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail Gift Vouchers CANNOT be used online
Reliance Smart,reliance-smart,OFF,0,,0,,,250 / 500 / 1000 / 1500 / 2000 / 2500 / 3000 / 5000 / 7500 / 9999,Offline,,Gift Vouchers CAN be used to buy discounted products. This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail.aspx Gift Vouchers CANNOT be used online
Barbeque Nation,barbeque-nation,OFF,3,3,5,5,,250 / 500 / 1000 / 1500 / 100-10000 (custom),Offline,,Gift Vouchers CANNOT be used Online. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers are ACCEPTED at all Listed Outlets except Kolhapur. Gift voucher cannot be partially redeemed.
ORGANIC INDIA,organic-india,OFF,8,8,10,10,8,250 / 500 / 1000 / 1500 / 100-10000 (custom),Offline,,Gift Vouchers are ACCEPTED at all Listed Outlets. Gift vouchers once expired cannot be revalidated. Multiple Gift Vouchers can be used in one bill.
Reliance Jewels,reliance-jewels,OFF,0,,0,,0,500 / 1000 / 1500 / 2000 / 2500 / 3000 / 5000 / 7500 / 9999,Offline,,Gift Vouchers CAN be used to buy discounted products. This is a one-time use GV/GC. Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used at all Listed Outlets on storelocator.ril.com/Retail.aspx Gift Vouchers CANNOT be used online
Euphoria Jewellery Silver Coin,euphoria-jewellery-silver-coin,ON,0,0,0,,,1000 / 10000 / 100-10000 (custom),Online,,Multiple Gift Vouchers can be used in 1 bill. Gift Vouchers can be clubbed with on-going promotions. Vouchers can Only be used online on euphoriajewellery.in Gift Vouchers cannot be clubbed with other coupon(s)
Wildcraft,wildcraft,OFF,6,6,7,7,6,500 / 1000 / 2000 / 2500 / 100-10000 (custom),Offline,,Gift Vouchers are ACCEPTED at WILDCRAFT (company owned) stores only. Gift Vouchers CAN be used during Sale. Multiple codes can be clubbed for single purchase. The e-voucher codes are unique and one time usage only.
Cafe Delhi Heights,cafe-delhi-heights,OFF,6,6,8,8,,250 / 500 / 1000 / 1500 / 100-10000 (custom),Offline,,Gift Vouchers are ACCEPTED at all Listed Outlets. Gift Voucher once expired cannot be revalidated. Multiple Gift Vouchers can be used in one bill.
Wow!Momo,wow-momo,OFF,8,8,9,9,8,100 / 250 / 500 / 1000 / 2000 / 100-10000 (custom),Offline,,Gift Voucher/ e-Pay is ACCEPTED at all Listed Outlets. Multiple GVs can be combined and added to the e-Pay balance. The GV/e-Pay can be clubbed with ongoing deals and discounts.
Wow!China,wow-china,OFF,8,8,9,9,8,100 / 250 / 500 / 100-10000 (custom),Offline,,Gift Voucher/ e-Pay is ACCEPTED at all Listed Outlets. Multiple GVs can be combined and added to the e-Pay balance. The GV/e-Pay can be clubbed with ongoing deals and discounts.
TRUEFITT & HILL,truefitt-&-hill,OFF,20,20,20,20,20,500 / 1000 / 1500 / 2000 / 2500 / 100-10000 (custom),Offline,,"The GV/GC will be ACCEPTED at selected Truefitt & Hill stores (refer to the store locator to know more) Multiple vouchers can be used against one bill. The GV/GC cannot be clubbed with ongoing promotions/discounts. Truefitt & Hill GV/GC is only applicable to services. GV/GCs do not apply to Truefitt & Hill products, memberships, gift cards, and combo packages."
BrainGymJr,braingymjr,ON,0,0,0,,0,199 / 499 / 799 / 1499,Online,,This is a single use voucher against the given BrainGymJr subscription E-Gift voucher is redeemable only on www.BrainGymJr.com or on the BrainGymJr Android Application (bit.ly/BrainGymJr) The voucher cannot be partially redeemed or reloaded or exchanged for cash.
Estele,estele,ON,0,0,0,,0,250 / 500 / 2000 / 5000,Online,,Gift Vouchers are ACCEPTED only at Estele E-Commerce Portal www.estele.co Gift Vouchers CAN be used during Sale. Multiple codes can be clubbed for single purchase. Maximum of five gift cards can be redeemed against single invoice
Timezone,timezone,OFF,0,0,0,,0,500 / 800 / 1250 / 2000 / 3000,Offline,,Pay Rs. 800 & get 950 balance and Pay Rs 1250 & get 1500 balance in your Timezone card Gift Voucher CANNOT be used online. Gift Vouchers are ACCEPTED at all Listed Outlets Gift Voucher CANNOT be clubbed with on-going promotions/offers.
Gaana,gaanaplus,ON,14,14,16,16,14,99 / 599,Online,,"Subscription once activated cannot be cancelled or refunded. To view your Gaana Plus Subscription, please go to your profile on the top right corner of the Gaana App and it will reflect the No. of days till when your Gaana Plus Subscription is valid."
JioSaavn,jiosaavn,ON,0,0,0,,0,,Online,,"Subscription once activated cannot be cancelled or refunded. To view your Pro Subscription, please go to the Settings tab on the top right corner of the JioSaavn App and it will reflect the No. of days till when the Pro Subscription is valid."
Wonderchef,wonderchef,OFF,11,11,12,12,11,500 / 1000 / 2000 / 3000 / 5000 / 100-10000 (custom),Offline,,"Gift Vouchers are ACCEPTED at all Listed Outlets. For using multiple vouchers, customer will need to add the vouchers to their GV balance."
ITC Hotels,itc-hotels,OFF,7,7,9,9,,1000 / 2000 / 5000 / 7500 / 10000,Offline,,GV/GC would only be accepted at listed ITC Hotels. The GV/GC cannot be clubbed with ongoing promotions. GV/GC can be used multiple times until the amount gets fully utilized.
Beyoung,beyoung,ON,21,21,23,23,,500 / 1000 / 1500 / 2000 / 100-10000 (custom),Online,,Cash on delivery cannot be clubbed with GV Multiple vouchers can be used in one bill. GV / GC CAN NOT be revalidated once expired.
Hammer,hammer,ON,23,23,25,25,23,250 / 500 / 1000 / 2000,Online,,This is a Hammer Gift Voucher (GV) and would be accepted only on hammeronline.in Only 1 Gift Voucher can be used in one transaction/order. No credit note/refund for the unused balance amount of the Gift Voucher will be given.
Veridicus,veridicus,ON,0,0,0,,0,,Online,,This is a Veridicus Insta Gift Voucher (GV) / Gift Card (GC) is valid only for buying Veridicus health and wellness products on odhilife.com. Multiple Gift Cards cannot be clubbed in single invoice/order.
Swiggy Instamart,swiggy-instamart,ON,0,0,0,,,,Online,,"GV/GC would be accepted only on the Swiggy App GV/GC can be used to buy discounted products In case someone fails to redeem the code during the validity period the Voucher Code will expire however once money is loaded in your Swiggy Wallet powered by their banking partner, it is valid for 365 days only."
Behrouz Biryani,behrouz-biryani,ON,10,10,12,12,10,250 / 500 / 1000 / 1500 / 2000 / 100-10000 (custom),Online,,"EatSure Gift Voucher (GV) issued by their banking partner would be accepted only on the EatSure App/Web. All these brands ( Ovenstory, Faasos, Wendy's, Behrouz biryani, Sweet Truth, Lunch Box & The Good Bowl) Gift voucher are acceptable at EatSure App/Web. EatSureGV balance can be used over multiple transactions as per any amount. Gift Vouchers CANNOT be clubbed with other aggregator offers. Gift Vouchers can be used to buy discounted products."
Ovenstory Pizza,ovenstory-pizza,OFF,0,0,0,,0,,Offline,,
EatSure,eatsure,ON,10,10,12,12,10,250 / 500 / 1000 / 1500 / 2000 / 100-20000 (custom) / 100-10000 (custom),Online,,EatSure Gift Voucher (GV) issued by their banking partner would be accepted only on the EatSure App/Web. EatSureGV balance can be used over multiple transactions as per any amount. Gift Vouchers CANNOT be clubbed with other aggregator offers. Gift Vouchers can be used to buy discounted products.
Sweet Truth,sweet-truth,ON,10,10,12,12,10,500 / 1000 / 1500 / 2000 / 100-10000 (custom),Online,,"EatSure Gift Voucher (GV) issued by their banking partner would be accepted only on the EatSure App/Web. All these brands ( Ovenstory, Faasos, Wendy's, Behrouz biryani, Sweet Truth, Lunch Box & The Good Bowl) Gift voucher are acceptable at EatSure App/Web. EatSureGV balance can be used over multiple transactions as per any amount. Gift Vouchers CANNOT be clubbed with other aggregator offers. Gift Vouchers can be used to buy discounted products."
Daily Objects,daily-objects,ON,10,10,12,12,,250 / 500 / 1000 / 2000,Online,,Gift Vouchers CAN be used Online at www.dailyobjects.com & DailyObjects App. Gift Vouchers CAN be clubbed with ongoing offers. Single Gift Voucher can be used in one bill. This is a one-time-use GV / GC.
Auric,auric,ON,0,0,0,,0,250 / 500,Online,,This is a AURIC Gift Voucher (GV) and would be accepted only on the website. Only 1 Gift Voucher can be used in one transaction/order. No credit note/refund for the unused balance amount of the Gift Voucher will be given.
Hyperice,hyperice,ON,0,0,0,,0,,Online,,Offer is valid on all products. This is a one-time use GV / GC. Voucher can not be clubbed. Voucher can be only redeemed online.
Amazon Shopping Voucher,amazon-shopping-voucher,ON,0,,0,,,100 / 250 / 500 / 1000 / 2000 / 5000 / 10000,Online,,"Amazon Shopping Voucher can be redeemed online at www.amazon.in/vouchers Amazon Shopping Voucher can be used to buy discounted products. You can load up to 50,000 in gift cards to your Amazon wallet per month. Amazon Shopping Voucher balance can be used multiple times. Please note that Vouchers are not redeemable for purchase of eligible products for transactions made on Amazon Business. The difference between Amazon Shopping Vouchers and Gift Cards Amazon Pay Gift Cards can be redeemed on & off Amazon.in, wherever Amazon Pay Balance is accepted (for example on Amazon.in, third party merchants, bill payments, etc.) Amazon Shopping Vouchers are valid only on Amazon.in, across physical product categories. For more details, please visit: www.amazon.in/vouchers"
Freecultr,freecultr,ON,18,18,20,20,18,500 / 1000,Online,,Gift vouchers CAN be used online at Freecultr Website Gift Vouchers CANNOT be clubbed with ongoing promotions/offers Maximum 1 Gift Vouchers can be used in one purchase Freecultr Gift Cards cannot be refunded or returned
Troll Beads,troll-beads,ON,0,0,0,,0,,Online,,Trollbeads vouchers shall be redeemable on the website. This is a one-time usage voucher. Only One voucher can be used on one bill.
V Mart,v-mart,OFF,0,0,0,,0,5000,Offline,,Gift Vouchers are accepted at all Listed Outlets. Multiple Gift Vouchers CAN be used in one bill at the Stores. This is a one-time usage Voucher. Gift Vouchers CAN NOT be used on grocery purchases.
Airtel Xstream,airtel-xstream,ON,0,0,0,,0,,Online,,The GV/GC will be accepted on the official mobile application/website at airtelxstream.in. The GV/GC cannot be clubbed with any existing offer on its website. Only one GV/GC can be used for one subscription.
Wynk Music,wynk-music,ON,0,0,0,,0,,Online,,"This offer is not transferable and cannot be clubbed with any other offer. Offer is available on monthly, quarterly & annual subscription packs. User must install the Wynk Music app to stream content."
Nykaa,nykaa,B,3,3,5,5,,500 / 1000 / 1500 / 2000 / 5000 / 10000,Both,,"You can redeem only 1 Gift Card per order. Gift Vouchers CAN be used during Sale. Gift Vouchers ACCEPTED at all Listed Outlets. Gift Vouchers CAN be used Online. To redeem Multiple gift cards, please add the gift cards to the Nykaa Wallet."
FITPASS,fitpass,ON,21,21,22,22,,500 / 1000 / 2000 / 100-10000 (custom),Online,,This is a FITPASS Gift Voucher (GV) and would be accepted only on FITPASS app. Standard FITPASS terms and conditions apply as available on FITPASS electronic media Platform. No credit note/refund for the unused balance amount of the Gift Voucher will be given.
Zomato Gift Card,zomato-gift-card,ON,0,0,0,,,,Online,,The GV/GC can be accepted only on the Zomato App. The GV/GC can be used for Multiple Transactions. The GV/Gc can be combined with promotional codes and other payment methods.
SWISS BEAUTY,swiss-beauty,ON,15,15,15,15,15,,Online,,SWISS BEAUTY Gift Vouchers are valid only at website. Multiple GV’s cannot be clubbed in one bill/transaction. This is a One-time use GV with an expiration date. Vouchers are not redeemable on sale days.
HealthifyMe Smart Plan,healthifyme-smart-plan-3-months,ON,0,0,0,,0,,Online,,You can redeem only 1 Gift Card per order. Gift Vouchers CAN be used during Sale. HeathifyMe Gift Voucher is a One-time use Gift Voucher. Gift Vouchers CAN be used on App only.
American Tourister,american-tourister,OFF,4,4,5.5,5.5,4,1000 / 2000 / 5000 / 7500 / 10000 / 1000-10000 (custom),Offline,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used during Sale. Gift Vouchers are ACCEPTED at all listed American Tourister Outlets . Gift Vouchers CANNOT be used Online. GV will be Valid for redemption only on products on discount upto 30% in case of Samsonite and upto 50% on American Tourister respectively.
Samsonite,samsonite,OFF,4,4,5.5,5.5,4,1000 / 2000 / 5000 / 7500 / 10000 / 1000-10000 (custom),Offline,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be used during Sale. Gift Vouchers are ACCEPTED at all listed Samsonite Outlets . Gift Vouchers CANNOT be used Online. GV will be Valid for redemption only on products on discount upto 30% in case of Samsonite and upto 50% on American Tourister respectively.
Tanishq Gold Jewellery,tanishq-gold-jewellery,OFF,0,0,1,1,0,1000 / 2000 / 5000,Offline,,Multiple Gift Vouchers CAN be used in one bill. Gift Vouchers CAN be clubbed with on-going promotions/offers. Gift Vouchers are ACCEPTED at only listed Tanishq Outlets. Gift Vouchers are ACCEPTED only on Gold Jewellery. Gift Vouchers CANNOT be used Online. Cashback offer is not applicable on Tanishq brand
Renee Cosmetics,renee-cosmetics,ON,14,14,15,15,14,,Online,,This is a Renee Cosmetics Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted on the website. Multiple Gift Vouchers CANNOT be used in one single purchase. Renee Cosmetics Gift Voucher is a One-time use Gift Voucher.
Discovery Plus,discovery-plus,ON,0,0,0,,0,499,Online,,"You CANNOT activate the Gift Voucher on iOS App. Gift Voucher can be activated on Android app and the web. You CAN stream on the iOS app, once plan is activated on your ID. Valid for a one-year subscription for new subscribers only."
Superbottoms,superbottoms,ON,13,13,15,15,13,1000 / 2000,Online,,You can redeem only 1 Gift Card per order. Gift Vouchers CAN be used during Sale. SuperBottoms Gift Voucher is a One-time use Gift Voucher. Gift Vouchers CAN be used Online.
Smile Foundation,smile-foundation,ON,0,0,0,,0,500 / 1000 / 2000 / 5000 / 100-10000 (custom),Online,,"This is a ‘Smile Foundation’ Donation Voucher (DV) and CAN only be used at the website. The donation voucher will be sent to your registered email id or phone number. This is a ONE time use Donation Voucher with an expiration date. The expiration period of the DV is 6 months after purchase and shall be considered redeemed if not used within 6 months. For using multiple vouchers, customer will need to add the vouchers to your GV balance. The Smile Foundation Donation Voucher (DV) balance can be used over multiple transactions as per any amount."
Max Fashion Online,max-fashion-online,ON,8,8,9,9,8,500,Online,,This is a 16-digit gift card which comes with a 4-digit pin Max Online E-Gift Cards are redeemable through www.maxfashion.in/in/en or your iOS/android Max fashion app E-Gift Cards CAN be used to buy discounted products E- Gift Cards CANNOT be redeemed at physical outlets Maximum 10 Gift Cards can be used against one bill
Cleartrip Hotel,cleartrip-hotel,ON,15,15,17,17,,1000 / 2000 / 10000,Online,,"Maximum of 15 Gift Cards in a single booking for Hotels booking. GV/GC can be redeemed online on www.cleartrip.com GV/GC cannot be clubbed with any other offer including but not limited to cashback, discounts, etc on a particular credit/debit card. Hotel can be booked only on the website on desktop/laptop https://www.cleartrip.com/. Convenience Fee will be applicable for all GV/GC bookings."
