Brand Group,Product Name,Maximize ID,URL,Status,Redemption Type,Denominations,Custom Amount,Custom Range,Qty Cap/Order,Discount (UPI),Discount (Debit Card),Discount (Credit Card),Discount (CC on UPI),Discount (Diners Club),Discount (Amex),Best Method,Best Discount %,Multi-Use,Can Club w/ Offers,Cards Stackable,Validity,How To Redeem,Terms & Conditions,Last Scraped
HP Pay,HP Pay,788,https://www.maximize.money/gift-cards/HP Pay/788,active,Online,100 / 150 / 200 / 250 / 300,No,,10,0.5% off / 0.75% earn,,,,,,UPI,0.5,No,No,Yes,Valid for upto 3 months,Download & Install the HP Pay app on your mobile phone. | Open the app and select the 'Add Voucher' option. | Enter your voucher details (PIN Only) and click on the 'Add' button to add the voucher balance to your HP Pay Wallet. | Confirm by selecting 'Yes' to top-up the voucher balance into your wallet. | Your HP Pay Wallet will be recharged successfully and is ready for use.,"This is an HP Pay Insta Gift Voucher (GV) / Gift Card (GC) and is valid only on the HP Pay mobile application | The holder of the gift voucher is considered the beneficiary | The beneficiary must inform the intent to use the voucher before making a purchase | Only valid vouchers, at the sole discretion of HPCL, will be accepted for redemption towards HP Pay Wallet recharge | The voucher must be linked to the registered mobile number | Multiple vouchers can be redeemed together by adding them to the wallet | KYC-verified users have a daily transaction limit of ₹7,500 and a monthly limit of ₹30,000 | Non-KYC users are limited to ₹5,000 daily and ₹15,000 monthly | Once the voucher is added to the HP Pay wallet, it remains valid until the balance is exhausted | No refunds or credit notes will be issued for any unused balance | Expired vouchers cannot be revalidated | HPCL and its affiliates are not liable if the voucher is redeemed due to the beneficiary sharing the voucher number | The HP Pay Wallet can be used for payments at HPCL petrol pumps and HP Gas distributors, subject to availability | HPCL reserves the right to add or remove participating outlets without prior notice | If a voucher is blocked due to a technical issue, it will be re-activated within 72 hours | For any disputes, please contact the issuing company. The company’s decision will be final | For any queries or issues related to the gift voucher, submit a request at https://www.gvhelpdesk.com",2026-07-26
Air India,Air India,486,https://www.maximize.money/gift-cards/Air India/486,active,Online,1000 / 2000 / 5000 / 7500 / 10000,No,,4,4.25% off / 4.5% earn,3.0% off / 3.25% earn,2.35% off / 2.6% earn,1.9% off / 2.15% earn,2.0% off / 2.25% earn,2.0% off / 2.25% earn,UPI,4.25,No,Yes,Yes,Valid for upto 12 months,"Valid only on Air India website and mobile app. | Select your preferred location. | Choose your flight preference. | Select ""Gift Voucher"" as the payment method. | The GV/GC includes a 16-digit code and a 6-digit PIN.","Valid only on Air India website and mobile app. | Up to 3 GVs/GCs can be used in one transaction. If 3 are used, the third must cover the full remaining payment, else only 2 can be used with another payment method. | Can be combined with offers, discounts, or promotions on Air India’s website. | The GV/GC includes a 16-digit code and a 6-digit PIN. | Can only be purchased and redeemed in INR. | Validity cannot be extended, and no compensation is provided for expired/unused value. | Redeemable for tickets and ancillary products only (not upgrades, travel insurance, or 3rd party services). | Fully transferable but cannot be resold. | Offline redemption is not allowed (e.g., airport counters). | Not valid for group bookings. | Travel agents are prohibited from using GV/GCs; such bookings will be canceled without refund. | If a transaction fails, the amount is automatically refunded to the same GV/GC within 24 hours. | Credit cards and other payment methods can be used alongside GV/GC only on the Air India website or app. | GV/GC cannot be canceled, refunded, or exchanged for cash. | Air India is not liable for misuse; users must protect their GV/GC credentials. | If the GV/GC is non-functional, a replacement GV/GC of the remaining value will be issued. | On cancellation of bookings, refund will be made to the same GV/GC if still valid. | If cancellation happens after expiry, no refund will be processed. | Retain the GV/GC details (number and PIN) to use refunded amount - no reissue possible. | Air India may modify terms at any time without notice. | Air India may block or cancel GVs/GCs in case of duplicity, fraud, or violation of terms. | For support, contact: 0116 932 9333 / 0116 932 9999 / 1860 233 1407 Or raise a request at: https://www.gvhelpdesk.com",2026-07-26
Air India,Air India,409,https://www.maximize.money/gift-cards/Air India/409,active,Online,5000 / 10000 / 20000 / 50000 / 100000 / 200000,Yes,2000-200000,4,5.0% off / 5.25% earn,3.75% off / 4.0% earn,3.1% off / 3.35% earn,2.65% off / 2.9% earn,2.75% off / 3.0% earn,2.75% off / 3.0% earn,UPI,5.0,Yes,No,Yes,Valid for upto 12 months,"Select the flights you are interested in on the Air India website or Air India mobile app. | Enter the Gift Card number and PIN after completing the purchase of a Gift Card. | If the booking amount equals or exceeds the available credit on the Gift Card, the Gift Card will be fully used until it has no remaining value. | If your Gift Card amount is lower than the booking amount, you can make up the difference by paying the additional amount using any credit card accepted by Air India on the Air India website or mobile app. Gift Card cannot be clubbed with any other form of payment if redemption is being done through the Air India Contact Centre.","Gift Cards can only be purchased through the Platform. | Gift Cards can only be purchased and redeemed in Indian currency (INR). | Gift Cards can be purchased using credit card or debit card. | Gift Cards are valid until the date mentioned on them; validity cannot be extended. | No compensation will be provided for any lapsed or unused amount on a Gift Card. | Gift Cards can be used only on Air India website and mobile app for tickets and ancillary products. | Gift Cards cannot be used for travel insurance, upgrades, or third-party goods/services. | Gift Cards are fully transferable but cannot be resold. | Unlawful resale is grounds for seizure and cancellation without compensation. | Denomination range is between INR 1,000 and INR 2,00,000. | Gift Cards cannot be redeemed offline, such as at airport ticketing centres. | Gift Cards cannot be redeemed for group travel. | Gift Cards are for individual use only; travel agent usage will result in cancellation without refund. | In case of transaction failure, refund will be made to the same Gift Card within 24 hours. | Gift Cards can be combined with ongoing offers on Air India’s website. | Other payment methods like credit cards can be used alongside Gift Card redemption on website/app. | Some Gift Cards support multiple redemptions; others are one-time use only. | If purchase exceeds Gift Card value, the balance must be paid via other means. | Unused balance remains until the expiry date; no refund or credit note for unused portion. | Up to 3 Gift Cards can be used in a single transaction. | Gift Cards cannot be refunded, cancelled, or exchanged for cash. | Users are solely responsible for keeping Gift Card details confidential. | Air India may amend, withdraw, or cancel Gift Cards at any time without notice. | Issuance of a Gift Card does not guarantee provision of services or products. | Air India disclaims warranties regarding Gift Card performance or platform compatibility. | In case a Gift Card is non-functional, it will be replaced with a new one of same value. | Air India is not liable for losses due to user negligence or third-party misuse. | No refund for cancellations where the Gift Card has expired. | Refunded amounts go back to the original Gift Card; retain card number and PIN. | Air India may suspend or cancel Gift Cards in case of fraud or violation. | You shall indemnify Air India against any losses from misuse or breach of terms. | Air India’s maximum liability is limited to the value of the Gift Card. | Gift Card terms governed by Indian laws; courts of Delhi have exclusive jurisdiction. | Disputes resolved through arbitration in Delhi under Arbitration and Conciliation Act, 1996. | Arbitration proceedings will be confidential and conducted in English. | Arbitrator's decision will be final and binding. | Arbitration costs will be decided by arbitrator; each party bears their own interim costs. | Nothing in the terms limits your statutory rights under applicable law. | For queries, contact Air India's customer support at 0116 932 9333, 0116 932 9999, or 1860 233 1407.",2026-07-26
Air India,Air India,1089,https://www.maximize.money/gift-cards/Air India/1089,active,Online,1000 / 2000 / 5000,Yes,500-5000,4,18.0% off / 18.25% earn,16.75% off / 17.0% earn,16.1% off / 16.35% earn,15.65% off / 15.9% earn,15.75% off / 16.0% earn,15.75% off / 16.0% earn,UPI,18.0,Yes,Yes,Yes,Valid upto 6 Months from purchase,"Visit the Air India website or mobile app and book your flight. | Select eligible ancillary services such as Seat Selection, Extra Baggage, ZipAhead, or Sports Equipment. | At the payment page, enter your Gift Card Number and PIN to redeem. | If the gift card balance is insufficient, pay the remaining amount using a Credit Card. | For multiple gift cards, first add them to your Air India Wallet, then select Use Air India Wallet/Gift Cards/Vouchers during checkout and apply the desired wallet balance.","The Air India Ancillary Gift Card is redeemable only on the Air India website and mobile app. | Valid only for purchasing Seat Selection, Extra Baggage, ZipAhead, and Sports Equipment. | Applicable only for bookings made in Indian Rupees (INR) from Point of Sale India. | Gift Cards are available in denominations from ₹500 to ₹5,000. | Valid for 180 days from the date of activation. | Gift Cards can be combined with Air India promotional offers, except offers tied to a specific payment method. | Multiple Gift Cards can be added to the Air India Wallet for easier redemption. | Partial redemption is supported where applicable. The remaining balance stays available until expiry. | If the ancillary purchase exceeds the Gift Card balance, the remaining amount must be paid using a Credit Card. | Gift Cards cannot be used for: Flight fare, Travel insurance, Upgrades, Third-party services, Group bookings | Gift Cards cannot be redeemed through airport counters, customer service centres, or call centres. | Gift Cards cannot be cancelled, refunded, exchanged for cash, or revalidated after expiry. | In case of transaction failure, the amount will be re-credited within 24 hours. | On cancellation, the refunded amount is credited back to the same Gift Card or Wallet, provided it is still valid. | Air India is not responsible for lost, stolen, or unauthorized use of Gift Cards. | Air India reserves the right to suspend, cancel, or reject Gift Cards in cases of fraud or misuse. | Air India may modify these terms without prior notice. | Any disputes are subject to the exclusive jurisdiction of the courts in Delhi.",2026-07-26
Absolute Barbecues,Absolute Barbecues,791,https://www.maximize.money/gift-cards/Absolute Barbecues/791,active,In-store,500 / 1000 / 2000 / 5000,No,,4,10.0% off / 10.1% earn,8.75% off / 8.85% earn,8.1% off / 8.2% earn,7.65% off / 7.75% earn,7.75% off / 7.85% earn,7.75% off / 7.85% earn,UPI,10.0,Yes,Yes,Yes,Valid for upto 12 months,"Share your registered mobile number with the cashier once the items are scanned. The cashier will check and inform you about your available Gift Voucher(s) and balance. | Confirm the amount you want to redeem and pay any remaining balance, if applicable. | The cashier will proceed with the final invoicing.","This is an Absolute Barbeque Gift Voucher (GV)/Gift Card (GC) accepted at Absolute Barbeque offline restaurants. It cannot be returned or refunded once issued. | The user holding the GV/GC is considered the beneficiary. | This GV can be used over and above any discounts offered at Absolute Barbeque offline restaurants. | The GV/GC can be converted into e-Pay as per the holder’s convenience. | After conversion to e-Pay, the GV/GC becomes valid for partial redemption. Any remaining balance stays in the e-Pay account and can be used across multiple transactions until expiry. | Only valid Absolute Barbeque GV/GC, at the sole discretion of Absolute Barbeque, will be accepted for redemption. | The Absolute Barbeque e-Pay balance must be linked to the registered mobile number. | The GV/GC can be used for all purchases of food, beverages, and services at Absolute Barbeque offline restaurants. | Absolute Barbeque / GyFTR is not responsible if the GV/GC is lost, stolen, or used without permission. | Absolute Barbeque, GyFTR, or affiliates shall not be responsible if the beneficiary shares the GV/GC number, PIN, or account credentials, resulting in unauthorized usage of the GV/e-Pay balance.",2026-07-26
Absolute Barbecues,Absolute Barbecues,388,https://www.maximize.money/gift-cards/Absolute Barbecues/388,active,In-store,200 / 500 / 1000 / 2000 / 5000 / 10000,Yes,100-10000,4,8.5% off / 8.75% earn,7.25% off / 7.5% earn,6.6% off / 6.85% earn,6.15% off / 6.4% earn,6.25% off / 6.5% earn,6.25% off / 6.5% earn,UPI,8.5,No,No,Yes,Valid for upto 12 months,"Visit nearest Absolute Barbecues (AB’s) restaurant, check store locator - https://ems-urlprotect.trendmicro.com:443/wis/clicktime/v1/query?url=https%3a%2f%2fwww.absolutebarbecues.com&umid=539bf63d-9c47-48a1-b696-4987cb3e6d47&rct=1755513604&auth=79933211e7a7e528900b9643b3e255c9cd8c0549-dbc3b4682aef1ec79ebef1a7ce2315c4494819fd | Inform the service team that you would like to pay using Gift Card, share the Card no and pin details | Cashier in puts card details and submit it for validation | Once card gets validated, total invoice value will get reduced with redeemed value of the gift card | Balance amount (if any) must be paid using other mode of payment accepted at the outlet | Post clearance of the payment invoice gets closed","This is an Absolute Barbecues (AB's) Insta Gift Voucher (GV) / Gift Card (GC) and would be accepted at AB's outlets in India. | The person who has the AB's GV / GC Code is deemed to be the beneficiary. | Do inform the outlet reception that you plan to use the GV / GC for making payments before billing. | The validity period is 365 days from the date of its issuance or depends on the condition of the purchase. | A maximum of 5 GV / GC can be used in one bill. | This is a ONE time use GV / GC. Electronic Gift Vouchers can't be replaced or duplicated, if lost or stolen. | No Credit note / Refund for the unused amount of the GV / GC will be given. | AB's GV / GC CANNOT be revalidated once expired. | This E-Voucher cannot be exchanged for cash. | AB's GV / GC cannot be redeemed on specific block out dates. AB's may add or delete any date on its sole discretion. | Any dispute related to the GV / GC should be referred to the issuing company and the decision of the issuing company shall be final. | AB's makes full efforts to accept Insta Gift Vouchers (GV) / Gift Card (GC), but on account of any technical / administrative reasons an outlet may refuse to accept the same. | If an Insta Gift Voucher (GV) / Gift Card (GC) gets blocked on account of technical issue, it would get enabled in 72 hours. | Please contact outlet manager for any acceptance issue and if issue is still not resolved, you can write to wecare@absolute-barbecue.com | All disputes shall be subject to the exclusive jurisdiction of competent courts of Hyderabad, India. | Absolute Barbecues reserves the right to change the 'Terms & Conditions' at any time without prior information.",2026-07-26
PhonePe,PhonePe,801,https://www.maximize.money/gift-cards/PhonePe/801,active,Online,5000 / 10000,No,,4,,,,,,,,,Yes,No,Yes,Valid for upto 12 months,"Steps to link your PhonePe Gift Card to your PhonePe account Once you buy or receive a PhonePe Gift Card, link it with your PhonePe account via My Profile> All payment methods> PhonePe Gift Card> Claim now. | Enter the gift card number and PIN to add the Gift Card to your balance. | Steps to pay using your PhonePe Gift Card | If you have linked Gift Card balance in your account, the Gift Card balance will be automatically made available for payments towards eligible merchant transactions. | Gift Card balance is selected as a default mode for making the payment, you may choose to deselect this option if you do not wish to pay via Gift Card for a particular transaction. | In cases where you may have multiple Gift Cards linked to your account, PhonePe automatically picks the Gift Card balance which will expire the soonest.","Validity -1 year from the date of issue. Validity of gift cards cannot be extended. | PhonePe Gift Card once bought cannot be cancelled. | PhonePe wallet balance or existing Gift Card balance cannot be used to purchase e-gift cards. | Any balance amount left on the used gift card can be reused within the validity period. | You are solely responsible for the safety and security of the e-gift cards. PhonePe is not responsible if the gift card details are lost, stolen or used without permission. | The gift cards cannot be replaced, refunded, revalidated or exchanged for cash. | PhonePe reserves the right to deny accepting any gift card if it suspects that there is duplicity of gift cards. | Any misuse of this gift card will result in cancellation of the gift card. | PhonePe is the final authority on the interpretation of these rules. | This is for individual use only. | PhonePe shall not be responsible for any fraudulent purchases or services that might be availed by customers using the e-gift cards purchased through PhonePe.10. PhonePe Giftcards can be used as payment option across all Eligible PhonePe merchants and services. | This is for individual use only. An individual user can not utilize more than 50,000 worth of Gift cards in a month. | Disputes are subject to Bangalore jurisdiction. | In case of any cancellation of transactions paid using the gift cards within the validity period, the amount will be reversed to the Gift Card used at the time of the transaction. | In case the Gift Card validity has expired, then there will be no refund processed for the amount paid by the Gift Card. | For complete T&Cs, visit https://www.phonepe.com/en/terms.html#gift-vouchers",2026-07-26
Headout,Headout,1030,https://www.maximize.money/gift-cards/Headout/1030,active,Online,500 / 1000 / 2000 / 5000 / 7500 / 10000 / 500,No,,,10.75% off / 10.75% earn,9.5% off / 9.5% earn,8.85% off / 8.85% earn,8.4% off / 8.4% earn,8.5% off / 8.5% earn,8.5% off / 8.5% earn,UPI,10.75,No,Yes,No,Valid until 30-10-26,"Visit the Headout website or mobile app and select your preferred experience, activity, or ticket. | Proceed to the checkout/payment page. | In the “Have a promo code” field, enter the Coupon Code received with your gift card. | Apply the code and complete the payment process. | Once the booking is successful, the ticket/voucher details will be sent to your registered email ID. | Redeem your ticket/voucher and enjoy world-class experiences with Headout.","This Headout GC/GC can be used on the app or website at https://www.headout.com/ | The user with the GV/GC is deemed the beneficiary. | Applicable only for Indian users. | The GV/GC can only be used once, any balance that is not used will lapse and the amount cannot be revalidated or added back. | The GV/GC is non-refundable, non-transferable, and cannot be redeemed for cash. | The GV/GC has an expiry date on 30-10-2026 and cannot be revalidated once expired. | The GV/GC can be combined with other offers or promo codes. | Maximize/Headout is not responsible if the GV/GC is lost, stolen, or used without permission. | Maximize/Headout reserves the right to modify or cancel the offer at any time without prior notice. | For any queries/issues related to GV/GC, visit https://www.headout.com/help/ or reach out to Maximize Support at support@maximize.money",2026-07-26
Muscle%20Blaze,Muscle%20Blaze,1126,https://www.maximize.money/gift-cards/Muscle%20Blaze/1126,active,Online,1000 / 2000 / 5000,No,,4,12.0% off / 12.0% earn,10.75% off / 10.75% earn,10.1% off / 10.1% earn,9.65% off / 9.65% earn,9.75% off / 9.75% earn,9.75% off / 9.75% earn,UPI,12.0,Yes,No,Yes,Valid upto 12 Months from purchase,Visit https://www.muscleblaze.com or open the MuscleBlaze App. | Log in or create a MuscleBlaze account. | Go to My Account → MB Cash. | Enter your Gift Voucher Number to add the value to your MB Wallet (MB Cash). | Shop for your preferred products and pay using your available MB Cash balance.,"Redeemable only on the official MuscleBlaze website against eligible products sold by listed sellers. | Gift Voucher must first be converted into MB Cash before it can be used for purchases. | Gift Voucher cannot be used directly during checkout. | Cannot be used to purchase other Gift Cards. | Cannot be reloaded or resold. | If the order value exceeds the available MB Cash balance, the remaining amount must be paid using Credit Card, Debit Card, or Net Banking. | Cash on Delivery (COD) is not available for balance payments. | If the order value is lower than the available MB Cash balance, the remaining balance stays in the MB Wallet until expiry. | Gift Voucher and unused MB Cash are valid for 365 days (12 months) from the date of issue. | Gift Voucher cannot be redeemed for cash or credit. | Lost, stolen, expired, or unauthorized Gift Vouchers will not be replaced or extended. | MuscleBlaze reserves the right to cancel the Gift Voucher if KYC details are found to be incorrect or insufficient.",2026-07-26
AJIO Luxe,AJIO Luxe,733,https://www.maximize.money/gift-cards/AJIO Luxe/733,active,Online,5000 / 10000,No,,4,3.75% off / 4.5% earn,2.5% off / 3.25% earn,1.85% off / 2.6% earn,1.4% off / 2.15% earn,1.5% off / 2.25% earn,1.5% off / 2.25% earn,UPI,3.75,Yes,No,No,Valid for upto 12 months,"Visit https://luxe.ajio.com/ or open the AJIO App → Log in with your mobile number. Go to My Account → AJIO Wallet. | Click on Have a Gift Card → Add. | Enter your Voucher Code & PIN → Voucher Value gets added as AJIO Cash. | During checkout, select AJIO Wallet as the payment option.","This is an Ajio Luxe Gift Voucher/Gift Card (GV/GC) issued by Pine Labs Limited, authorized by RBI. | GV/GC is redeemable only on luxe.ajio.com or AJIO App. | The holder of the GV/GC is deemed the beneficiary. | GV/GC is non-transferable, non-negotiable, and non-refundable. | GV/GC cannot be exchanged for cash or credit. | Expired GV/GCs cannot be revalidated. | GV/GC cannot be used to purchase other gift cards. | This is a one-time use GV/GC; once added to AJIO Wallet, balance remains as AJIO Cash. | If order value is less than GV/GC, balance stays as AJIO Cash (valid until card expiry). | If order value exceeds GV/GC, the difference must be paid via other payment modes. | Orders placed using GV/GC are subject to product availability and AJIO Luxe platform policies. | Ajio/Maximize are not responsible for lost, stolen, or misused GV/GCs. | GV/GC may be blocked/canceled if found fraudulent, with refunds sent to the source. | Ajio/Maximize may request KYC/AML details and share them with RBI/statutory authorities if required. | Ajio Luxe/Maximize reserves the right to withdraw, modify, or cancel the GV/GC at any time without prior notice.",2026-07-26
AJIO Luxe,AJIO Luxe,700,https://www.maximize.money/gift-cards/AJIO Luxe/700,active,Online,5000 / 10000 / 20000 / 50000,Yes,2000-50000,4,7.0% off / 7.1% earn,5.75% off / 5.85% earn,5.1% off / 5.2% earn,4.65% off / 4.75% earn,4.75% off / 4.85% earn,4.75% off / 4.85% earn,UPI,7.0,Yes,Yes,Yes,Valid for upto 12 months,"Visit the AJIO website or mobile app and sign in to your account. | Add your preferred AJIO Luxe products to the cart. | Proceed to checkout. | Select Add Gift Card under the payment options. | Enter the 16-digit Gift Card number and 6-digit PIN. | Click Add to AJIO Wallet. The gift card value will be added as AJIO Cash. | Complete your purchase using the wallet balance. If the order value exceeds the available balance, pay the remaining amount using another payment method.","Gift Cards can be redeemed only on the AJIO website and mobile application. | The Gift Card is valid only for eligible AJIO Luxe products. | The Gift Card cannot be used to purchase other Gift Cards. | The Gift Card value must first be added to your AJIO Wallet as AJIO Cash before redemption. | Once added to the AJIO Wallet, the balance can be used across multiple purchases until exhausted or expired. | Any unused balance will remain in the AJIO Wallet and can be used for future eligible purchases within the validity period. | If your purchase exceeds the available Gift Card balance, the remaining amount must be paid using another payment method. | Gift Cards cannot be redeemed for cash, transferred, reloaded, exchanged, or resold. | Gift Cards cannot be used to purchase excluded products such as H&M products, gold or silver coins, fine jewellery, or other products excluded by AJIO. | Gift Cards are non-refundable and cannot be cancelled after purchase. | Lost, stolen, damaged, or unauthorized use of Gift Cards will not be replaced or reimbursed. | AJIO reserves the right to cancel or block Gift Cards in case of fraud, misuse, or violation of its terms. | AJIO reserves the right to modify or withdraw these terms at any time without prior notice. | For support or disputes, contact AJIO Customer Care or Woohoo support.",2026-07-26
Yatra,Yatra,1077,https://www.maximize.money/gift-cards/Yatra/1077,active,Online,1000 / 1000,No,,,64.75% off / 65.75% earn,63.5% off / 64.5% earn,62.85% off / 63.85% earn,62.4% off / 63.4% earn,62.5% off / 63.5% earn,62.5% off / 63.5% earn,UPI,64.75,No,No,No,Valid for upto 6 months,"Visit https://www.yatra.com or open the Yatra mobile app. | Search and select your preferred flight. | Review your booking and enter passenger details. | Proceed to the payment page. | Select Gift Voucher as the payment method. | Enter the Gift Card number and redeem the voucher. | Pay the remaining amount, if any, using another payment method. | Complete the booking and receive your confirmation.","The Gift Card is valid only for flight bookings on the Yatra website and mobile app. | This is a one-time use Gift Card. | Only one Gift Card can be used per booking. | Unused balance, if any, will be forfeited after redemption. | The Gift Card cannot be clubbed with any other offer, discount, cashback, or promotion. | If the booking amount exceeds the Gift Card value, the balance must be paid separately. | The Gift Card cannot be revalidated once expired or cancelled. | In case of customer-initiated cancellation, the Gift Card value will be forfeited. | Gift Cards are non-refundable, non-transferable, and cannot be exchanged for cash. | Yatra is not responsible for lost, stolen, damaged, or unauthorized use of Gift Cards. | If a Gift Card is blocked due to technical issues, it may be reactivated within 72 hours. | Travel agents are not permitted to use these Gift Cards. | All disputes are subject to the jurisdiction of courts in Gurgaon, Haryana. | For support, raise a request at https://www.gvhelpdesk.com.",2026-07-26
Yatra,Yatra,470,https://www.maximize.money/gift-cards/Yatra/470,active,Online,1000 / 2000 / 5000 / 10000 / 20000 / 50000,Yes,500-50000,4,5.25% off / 5.5% earn,4.0% off / 4.25% earn,3.35% off / 3.6% earn,2.9% off / 3.15% earn,3.0% off / 3.25% earn,3.0% off / 3.25% earn,UPI,5.25,Yes,No,Yes,Valid for upto 12 months,"Select your flight/hotel/bus on https://www.yatra.com and proceed to the payment page. | Choose ""Gift Voucher"" as the payment mode. | Enter the 16-digit card number and 6-digit PIN. | Click ""Pay Now"" and complete any remaining balance payment using other listed methods. | If the transaction fails after applying the EGC, the amount will be automatically refunded to the same EGC.","The E-Gift Voucher (EGV) can be redeemed only on https://www.yatra.com | and is valid for bookings of Domestic & International Flights, Domestic Hotels, Domestic Buses, and Domestic/International Holiday Packages. | For online redemption (Flights / Hotels / Buses), select your preferred service and proceed to the payment page. Choose “Gift Voucher” as the payment mode, enter the 16-digit EGV/Card number and 6-digit PIN, click on “Redeem Gift Card,” and pay the balance amount, if any, using other available payment methods. In case of a transaction failure, the deducted amount will be automatically refunded back to the same EGV. | Holiday packages (Domestic & International) can be redeemed offline only by sending a redemption request via email to coepromoteam@yatra.com. | The EGV supports partial and multiple redemptions until the balance is fully utilized within the validity period. However, only one voucher can be used per booking, and multiple vouchers cannot be clubbed in a single transaction. | Any applicable convenience fee, processing fee, excess tour cost, or government taxes must be paid separately if the booking value exceeds the voucher amount. | Lost or stolen vouchers will not be replaced or compensated. The EGV cannot be combined with any other discount, cashback, or promotional offer, and no additional discount beyond the voucher value will be applicable. Booking confirmation is subject to availability and governed by Yatra’s standard booking terms. Expired vouchers cannot be revalidated, and no cash or balance amount will be provided in exchange for the EGV. | If a booking made using the EGV is cancelled within the validity period, the refundable amount will be credited back to the same voucher. If the voucher has expired at the time of cancellation, no refund will be processed. | Customers can check their voucher balance online at https://yatra.woohoo.in/en-in/CheckBalance. | All disputes related to the EGV shall be subject to the jurisdiction of courts in Gurgaon, Haryana. This voucher is meant for individual use only, and usage by travel agents may result in cancellation without refund.",2026-07-26
